symbol,timeframe,time,open,high,low,close
XAUUSD,H4,2026.09.04 12:00:00,4477.75,4479.17,4380.15,4393.80
XAUUSD,H4,2026.09.04 16:00:00,4393.74,4448.95,4365.52,4436.29
XAUUSD,H4,2026.09.04 20:00:00,4436.34,4440.43,4411.97,4431.31
XAUUSD,H4,2026.09.07 00:00:00,4420.40,4435.15,4410.16,4412.60
XAUUSD,H4,2026.09.07 04:00:00,4412.61,4418.99,4389.56,4397.99
XAUUSD,H4,2026.09.07 08:00:00,4397.99,4423.82,4385.29,4410.92
XAUUSD,H4,2026.09.07 12:00:00,4410.92,4413.74,4381.11,4396.75
XAUUSD,H4,2026.09.07 16:00:00,4396.75,4419.60,4395.38,4414.43
XAUUSD,H4,2026.09.07 20:00:00,4414.43,4415.02,4403.13,4406.20
XAUUSD,H4,2026.09.08 00:00:00,4405.02,4430.12,4405.02,4426.20
XAUUSD,H4,2026.09.08 04:00:00,4426.20,4442.94,4417.13,4436.03
XAUUSD,H4,2026.09.08 08:00:00,4436.00,4437.69,4387.85,4394.15
XAUUSD,H4,2026.09.08 12:00:00,4394.10,4411.72,4385.38,4411.49
XAUUSD,H4,2026.09.08 16:00:00,4411.53,4412.84,4380.65,4393.64
XAUUSD,H4,2026.09.08 20:00:00,4393.64,4403.66,4345.87,4355.47
XAUUSD,H4,2026.09.09 00:00:00,4357.16,4365.57,4341.29,4364.74
XAUUSD,H4,2026.09.09 04:00:00,4364.77,4384.38,4354.15,4381.57
XAUUSD,H4,2026.09.09 08:00:00,4381.54,4412.77,4380.42,4400.60
XAUUSD,H4,2026.09.09 12:00:00,4400.60,4415.34,4386.22,4400.09
XAUUSD,H4,2026.09.09 16:00:00,4400.09,4434.06,4375.10,4409.52
XAUUSD,H4,2026.09.09 20:00:00,4409.46,4421.53,4393.46,4400.68
XAUUSD,H4,2026.09.10 00:00:00,4403.90,4406.48,4389.79,4401.10
XAUUSD,H4,2026.09.10 04:00:00,4401.09,4421.07,4400.30,4408.43
XAUUSD,H4,2026.09.10 08:00:00,4408.42,4434.76,4392.49,4394.87
XAUUSD,H4,2026.09.10 12:00:00,4394.86,4400.17,4324.03,4340.11
XAUUSD,H4,2026.09.10 16:00:00,4340.15,4376.31,4339.67,4364.04
XAUUSD,H4,2026.09.10 20:00:00,4364.04,4367.75,4313.72,4316.57
XAUUSD,H4,2026.09.11 00:00:00,4319.74,4333.80,4311.25,4332.08
XAUUSD,H4,2026.09.11 04:00:00,4332.10,4340.40,4300.81,4331.77
XAUUSD,H4,2026.09.11 08:00:00,4331.76,4360.92,4328.25,4346.98
XAUUSD,H4,2026.09.11 12:00:00,4347.00,4390.12,4293.07,4388.47
XAUUSD,H4,2026.09.11 16:00:00,4388.33,4402.47,4351.94,4361.64
XAUUSD,H4,2026.09.11 20:00:00,4361.65,4370.41,4342.76,4348.14
XAUUSD,H4,2026.09.14 00:00:00,4333.98,4347.51,4323.27,4338.58
XAUUSD,H4,2026.09.14 04:00:00,4338.55,4355.32,4322.12,4329.50
XAUUSD,H4,2026.09.14 08:00:00,4329.51,4338.75,4303.25,4306.61
XAUUSD,H4,2026.09.14 12:00:00,4306.62,4311.70,4265.89,4270.99
XAUUSD,H4,2026.09.14 16:00:00,4270.99,4317.67,4253.56,4315.74
XAUUSD,H4,2026.09.14 20:00:00,4315.74,4316.45,4282.34,4298.58
XAUUSD,H4,2026.09.15 00:00:00,4300.51,4302.74,4283.20,4292.99
XAUUSD,H4,2026.09.15 04:00:00,4293.01,4317.38,4287.91,4304.82
XAUUSD,H4,2026.09.15 08:00:00,4304.85,4307.61,4261.29,4262.37
XAUUSD,H4,2026.09.15 12:00:00,4262.37,4295.74,4261.53,4290.40
XAUUSD,H4,2026.09.15 16:00:00,4290.27,4300.49,4274.07,4295.53
XAUUSD,H4,2026.09.15 20:00:00,4295.56,4310.66,4290.31,4293.45
XAUUSD,H4,2026.09.16 00:00:00,4295.02,4298.91,4275.46,4277.42
XAUUSD,H4,2026.09.16 04:00:00,4277.44,4341.03,4276.67,4321.87
XAUUSD,H4,2026.09.16 08:00:00,4321.90,4339.07,4320.75,4330.27
XAUUSD,H4,2026.09.16 12:00:00,4330.28,4353.60,4327.50,4347.62
XAUUSD,H4,2026.09.16 16:00:00,4347.58,4360.87,4324.17,4346.58
XAUUSD,H4,2026.09.16 20:00:00,4346.57,4367.47,4235.17,4264.08
XAUUSD,H4,2026.09.17 00:00:00,4263.57,4292.30,4257.44,4280.14
XAUUSD,H4,2026.09.17 04:00:00,4280.13,4318.10,4273.98,4297.42
XAUUSD,H4,2026.09.17 08:00:00,4297.42,4335.34,4285.47,4311.61
XAUUSD,H4,2026.09.17 12:00:00,4311.61,4381.19,4305.08,4373.29
XAUUSD,H4,2026.09.17 16:00:00,4373.26,4379.93,4351.38,4362.37
XAUUSD,H4,2026.09.17 20:00:00,4362.35,4365.84,4340.52,4341.69
XAUUSD,H4,2026.09.18 00:00:00,4342.31,4360.07,4339.89,4356.38
XAUUSD,H4,2026.09.18 04:00:00,4356.41,4366.99,4334.34,4366.87
XAUUSD,H4,2026.09.18 08:00:00,4366.88,4399.53,4360.24,4392.27
XAUUSD,H4,2026.09.18 12:00:00,4392.27,4398.10,4353.75,4368.89
XAUUSD,H4,2026.09.18 16:00:00,4368.89,4383.63,4342.73,4382.73
XAUUSD,H4,2026.09.18 20:00:00,4382.73,4396.84,4374.87,4378.31
XAUUSD,H4,2026.09.21 00:00:00,4374.78,4382.23,4358.74,4366.62
XAUUSD,H4,2026.09.21 04:00:00,4366.61,4383.34,4355.14,4355.87
XAUUSD,H4,2026.09.21 08:00:00,4355.89,4361.98,4341.94,4353.16
XAUUSD,H4,2026.09.21 12:00:00,4353.08,4374.74,4340.02,4359.67
XAUUSD,H4,2026.09.21 16:00:00,4359.62,4369.22,4322.70,4343.29
XAUUSD,H4,2026.09.21 20:00:00,4343.29,4353.80,4337.45,4343.47
XAUUSD,H4,2026.09.22 00:00:00,4344.64,4375.97,4344.38,4360.16
XAUUSD,H4,2026.09.22 04:00:00,4360.17,4365.11,4334.96,4342.82
XAUUSD,H4,2026.09.22 08:00:00,4342.82,4347.32,4291.52,4330.15
